date,right_side_score,right_side_level,confidence,train_samples,oos_samples,oos_direction_accuracy,feature_contributions,duplicate_counting_check
20260618,52.29,初步右侧,medium,144,62,0.54838710,s1_group=44.59; ai_not_crowding=4.43; bio_relative_strength=2.76; tech_growth_not_crowding=0.52; bio_outperform_streak=0.00; s2_conversion=0.00; volume=0.00; a_share_lead=0.00,"1d/5d/10d relative strength collapsed into one bio_relative_strength feature; S1 total and components are grouped; TECH_GROWTH_CORE and AI_CORE corr=0.77994027, high-correlation pairs are half-weighted."
