condition_type,condition,horizon_days,sample_count,bio_abs_win_rate,bio_abs_mean,bio_abs_median,bio_max_drawdown,bio_vs_health_win_rate,bio_vs_tech_win_rate,bio_vs_ai_win_rate,bio_vs_health_mean,bio_vs_tech_mean,bio_vs_ai_mean,a_bio_mean,s1_future_change_mean,volume_expansion_rate,breadth_improvement_rate,confidence
a_share_lead,S1-05_upcross_30pct,3,16,0.31250000,-0.01356103,-0.01105174,-0.19715108,0.56250000,0.37500000,0.31250000,0.00159624,-0.01748440,-0.00272325,-0.01488600,-0.01312500,0.00000000,0.37500000,low
a_share_lead,S1-05_upcross_30pct,5,15,0.20000000,-0.01779997,-0.02585034,-0.24531968,0.40000000,0.40000000,0.26666667,-0.00152412,-0.01442513,-0.01010276,-0.01829499,-0.01840000,0.00000000,0.40000000,low
a_share_lead,S1-05_upcross_40pct,0,16,0.62500000,0.01577576,0.00471419,-0.02156088,0.68750000,0.43750000,0.43750000,0.00220004,-0.00748203,-0.00124026,0.01987161,0.01762500,0.00000000,0.25000000,low
a_share_lead,S1-05_upcross_40pct,1,15,0.33333333,-0.00546522,-0.01047120,-0.07370653,0.46666667,0.46666667,0.20000000,-0.00059420,-0.00622001,-0.01642969,-0.00594068,-0.01160000,0.00000000,0.20000000,low
a_share_lead,S1-05_upcross_40pct,2,15,0.20000000,-0.01315541,-0.01308901,-0.17759978,0.40000000,0.33333333,0.13333333,-0.00027764,-0.00807156,-0.02373175,-0.01641721,-0.01160000,0.00000000,0.20000000,low
a_share_lead,S1-05_upcross_40pct,3,15,0.26666667,-0.01681914,-0.02786885,-0.24258893,0.60000000,0.26666667,0.26666667,0.00043162,-0.02497881,-0.01097647,-0.01727361,-0.00040000,0.00000000,0.20000000,low
a_share_lead,S1-05_upcross_40pct,5,14,0.14285714,-0.01797923,-0.01953920,-0.21465914,0.42857143,0.35714286,0.21428571,-0.00227096,-0.01484055,-0.02029246,-0.01890973,-0.00942857,0.00000000,0.21428571,low
a_share_lead,S1-03_04_05_all_improve,0,17,0.70588235,0.02224692,0.01876676,-0.03698440,0.76470588,0.58823529,0.47058824,0.00647083,0.00579808,0.01938963,0.03200490,0.04694118,0.00000000,0.52941176,low
a_share_lead,S1-03_04_05_all_improve,1,16,0.56250000,-0.00127295,0.00179598,-0.05162638,0.50000000,0.37500000,0.25000000,0.00084092,-0.00334967,-0.00908121,-0.00511093,-0.00525000,0.00000000,0.50000000,low
a_share_lead,S1-03_04_05_all_improve,2,16,0.25000000,-0.00580835,-0.00828431,-0.12087635,0.56250000,0.50000000,0.12500000,0.00000015,-0.00882000,-0.01849819,-0.00608582,-0.01200000,0.00000000,0.50000000,low
a_share_lead,S1-03_04_05_all_improve,3,16,0.37500000,-0.00647683,-0.01052151,-0.12855754,0.50000000,0.31250000,0.18750000,-0.00449211,-0.01680202,-0.02420492,-0.00960324,-0.03675000,0.00000000,0.50000000,low
a_share_lead,S1-03_04_05_all_improve,5,15,0.26666667,-0.01813703,-0.02351485,-0.22618911,0.33333333,0.20000000,0.20000000,-0.00397207,-0.02199530,-0.03848265,-0.01744716,-0.00920000,0.00000000,0.53333333,low
a_share_lead,589720_single_day_leads_159567,0,43,0.20930233,-0.01153261,-0.01453104,-0.40755723,0.39534884,0.09302326,0.11627907,-0.00119079,-0.02437632,-0.02276498,0.00475076,0.01058824,0.00000000,0.25581395,high
a_share_lead,589720_single_day_leads_159567,1,42,0.35714286,-0.00299581,-0.00561204,-0.16400899,0.40476190,0.35714286,0.28571429,-0.00087375,-0.00799801,-0.00942966,-0.00243085,0.00672727,0.00000000,0.23809524,high
a_share_lead,589720_single_day_leads_159567,2,42,0.33333333,-0.00205756,-0.00711550,-0.15778286,0.47619048,0.38095238,0.21428571,-0.00190717,-0.00971709,-0.01104349,-0.00293272,-0.00436364,0.00000000,0.23809524,high
a_share_lead,589720_single_day_leads_159567,3,41,0.39024390,-0.00805658,-0.00916230,-0.35832409,0.41463415,0.26829268,0.29268293,-0.00174169,-0.02198602,-0.02401444,-0.00728805,0.00168750,0.00000000,0.24390244,high
a_share_lead,589720_single_day_leads_159567,5,41,0.34146341,-0.00917619,-0.01333333,-0.44177134,0.36585366,0.26829268,0.24390244,-0.00255095,-0.03566087,-0.03728453,-0.00467192,0.00806250,0.00000000,0.24390244,high
a_share_lead,589720_2d_leads_159567,0,6,0.33333333,-0.00830280,-0.01480727,-0.05993503,0.16666667,0.16666667,0.16666667,-0.00610453,-0.01458832,-0.01909929,0.00971044,0.00150000,0.00000000,0.16666667,low
a_share_lead,589720_2d_leads_159567,1,6,0.66666667,0.00076193,0.00360256,-0.01480485,1.00000000,0.16666667,0.16666667,0.00467010,-0.00558313,-0.00379794,-0.00403211,0.01050000,0.00000000,0.16666667,low
a_share_lead,589720_2d_leads_159567,2,6,0.33333333,-0.00842115,-0.00771909,-0.06260581,0.83333333,0.33333333,0.00000000,0.00440635,-0.01542793,-0.02417906,-0.01781394,0.03300000,0.00000000,0.16666667,low
a_share_lead,589720_2d_leads_159567,3,6,0.16666667,-0.01994725,-0.01155706,-0.10973624,0.66666667,0.16666667,0.16666667,0.00054880,-0.02678260,-0.03560170,-0.02638274,-0.00450000,0.00000000,0.16666667,low
a_share_lead,589720_2d_leads_159567,5,6,0.16666667,-0.02245866,-0.02270937,-0.11846832,0.50000000,0.16666667,0.16666667,-0.00024922,-0.05135324,-0.03937413,-0.02510879,0.02850000,0.00000000,0.16666667,low
a_share_lead,589720_strong_159567_not_follow,0,7,0.00000000,-0.00485000,-0.00321543,-0.03042763,0.57142857,0.00000000,0.00000000,0.00546071,-0.04586602,-0.03485002,0.01399334,0.01457143,0.00000000,0.14285714,low
a_share_lead,589720_strong_159567_not_follow,1,7,0.57142857,-0.00228691,0.00482509,-0.06869890,0.28571429,0.42857143,0.28571429,-0.00227927,0.00095667,-0.01876513,0.00125560,-0.00857143,0.00000000,0.14285714,low
a_share_lead,589720_strong_159567_not_follow,2,7,0.28571429,-0.00923784,-0.00844391,-0.07051136,0.42857143,0.28571429,0.14285714,-0.00147074,-0.00643187,-0.02573502,-0.01273561,-0.03171429,0.00000000,0.14285714,low
a_share_lead,589720_strong_159567_not_follow,3,7,0.42857143,-0.00485519,-0.00241255,-0.07326523,0.57142857,0.14285714,0.14285714,0.00019116,-0.02748587,-0.05056616,-0.00570766,0.01028571,0.00000000,0.14285714,low
a_share_lead,589720_strong_159567_not_follow,5,7,0.57142857,-0.00541095,0.00107527,-0.09092752,0.42857143,0.14285714,0.14285714,0.00063923,-0.03583751,-0.06855916,0.00112651,0.00171429,0.00000000,0.14285714,low
a_share_lead,589720_strong_159567_beats_159557,0,36,0.88888889,0.02597923,0.02493124,-0.00618812,1.00000000,0.75000000,0.63888889,0.00781141,0.01348284,0.01877629,0.02714706,0.01593103,0.00000000,0.41666667,medium
a_share_lead,589720_strong_159567_beats_159557,1,35,0.42857143,-0.00485455,-0.00373134,-0.18118541,0.42857143,0.40000000,0.34285714,-0.00078543,-0.00231752,-0.00601078,-0.00530841,-0.00600000,0.00000000,0.40000000,medium
a_share_lead,589720_strong_159567_beats_159557,2,35,0.20000000,-0.01193149,-0.01162791,-0.33646807,0.42857143,0.34285714,0.22857143,-0.00368622,-0.01191686,-0.01629103,-0.01235022,-0.02057143,0.00000000,0.40000000,medium
a_share_lead,589720_strong_159567_beats_159557,3,35,0.31428571,-0.01219628,-0.01689189,-0.34118256,0.42857143,0.31428571,0.22857143,-0.00460121,-0.02214787,-0.01915385,-0.01021585,-0.01671429,0.00000000,0.40000000,medium
a_share_lead,589720_strong_159567_beats_159557,5,34,0.26470588,-0.01819833,-0.02544081,-0.50728334,0.41176471,0.29411765,0.23529412,-0.00477560,-0.03545141,-0.03900912,-0.01490211,-0.01844444,0.00000000,0.38235294,medium
