date,module,bio_symbol,ai_core_symbol,health_symbol,s2_industry,s2_style,s2_total,style_level,style_regime,data_status,missing_reason,corr_10d,corr_20d,corr_60d,negative_rotation_flag,bio_avg_ret_when_ai_up_20d,bio_avg_ret_when_ai_down_20d,bio_excess_when_ai_up_20d,bio_excess_when_ai_down_20d,bio_avg_ret_when_ai_up_60d,bio_avg_ret_when_ai_down_60d,bio_excess_when_ai_up_60d,bio_excess_when_ai_down_60d,chart_cumulative_path,chart_excess_path
2026-06-18,AI_BIOTECH_ROTATION,159567.SZ,588000.SH,159557.SZ,0.60500000,0.34250000,0.53937500,被动承接,NEUTRAL,valid,,0.31712093,-0.05404840,0.16899029,false,-0.01244462,-0.00456676,-0.03950501,0.02865575,0.00044066,-0.01075391,-0.02360615,0.01377381,/Users/pan/Desktop/research/0workspace/QuantPilot/s2/output/charts/style_cumulative_2026-06-18.svg,/Users/pan/Desktop/research/0workspace/QuantPilot/s2/output/charts/style_excess_2026-06-18.svg
