symbol,trade_date,open,high,low,close,pct_chg,volume,amount,source_name,source_api,source_url,adjusted_type,fetched_at,source_status,error_message,retry_count,data_version,asset_type
512170.SH,20240703,0.292,0.293,0.288,0.29,-1.02,15669089.0,454525687.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240704,0.29,0.291,0.283,0.284,-2.07,14321196.0,410075821.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240705,0.283,0.293,0.282,0.292,2.82,19561055.0,562914812.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240708,0.291,0.291,0.282,0.283,-3.08,14620159.0,417778325.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240709,0.282,0.286,0.278,0.285,0.71,16646904.0,469401956.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240710,0.283,0.288,0.282,0.285,0.0,11307287.0,322829336.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240711,0.288,0.296,0.288,0.295,3.51,21317878.0,624083565.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240712,0.295,0.298,0.293,0.295,0.0,12456761.0,367576370.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240715,0.293,0.295,0.288,0.289,-2.03,10529567.0,306193605.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240716,0.289,0.291,0.288,0.289,0.0,8918259.0,258152700.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240717,0.29,0.297,0.289,0.296,2.42,17785324.0,521924546.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240718,0.295,0.3,0.293,0.3,1.35,17514119.0,520122285.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240719,0.298,0.302,0.296,0.3,0.0,12662914.0,378849851.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240722,0.3,0.305,0.298,0.302,0.67,12794754.0,386829130.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240723,0.302,0.302,0.292,0.292,-3.31,15752352.0,466983866.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240724,0.292,0.294,0.287,0.288,-1.37,12483948.0,362092830.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240725,0.287,0.292,0.286,0.29,0.69,10592460.0,306869912.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240726,0.29,0.293,0.288,0.291,0.34,10187091.0,296059974.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240729,0.291,0.292,0.285,0.286,-1.72,11325788.0,325775299.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240730,0.286,0.289,0.284,0.285,-0.35,12312285.0,352263637.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240731,0.285,0.301,0.284,0.3,5.26,25451439.0,749985829.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240801,0.3,0.302,0.295,0.297,-1.0,13835135.0,411913286.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240802,0.295,0.307,0.295,0.3,1.01,21606241.0,652895653.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240805,0.298,0.307,0.298,0.299,-0.33,18848954.0,570066646.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240806,0.301,0.306,0.3,0.305,2.01,15205092.0,460593888.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240807,0.304,0.304,0.3,0.302,-0.98,11636695.0,351037330.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
512170.SH,20240808,0.3,0.304,0.3,0.302,0.0,10991022.0,331905844.0,akshare,fund_etf_hist_em,akshare://fund_etf_hist_em,none,2026-07-01T23:58:03,success,,0,v1,exchange_traded_fund
