date,right_side_score,right_side_level,confidence,train_samples,oos_samples,oos_direction_accuracy,baseline_direction_accuracy,benchmark_excess_accuracy,feature_contributions,duplicate_counting_check,feature_coverage,missing_features,score_status,missing_indicator_features
20260624,51.61,初步右侧,high,146,63,0.58730159,0.58730159,0.00000000,ai_not_crowding=20.20; bio_relative_strength=16.80; tech_growth_not_crowding=14.61; bio_outperform_streak=0.00; s1_group=0.00; a_share_lead=0.00,"1d/5d/10d relative strength collapsed into one bio_relative_strength feature; S1 total and components are grouped; TECH_GROWTH_CORE and AI_CORE corr=0.80859018, high-correlation pairs are half-weighted.",1.00000000,none,descriptive_only,s1_group_missing
