date,symbol,price_available,source_url,last_checked_date,note
2026-06-08,159567,true,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.159567&fields1=f1,f2,f3,f4,f5,f6&fields2=f51,f52,f53,f54,f55,f56,f57&klt=101&fqt=0&beg=20260601&end=20260608&lmt=20,2026-06-08,Eastmoney返回2026-06-08 K线；用于标记本地未同步抓取
