event_id,event_type,event_subtype,date,published_at,effective_trade_date,discovered_at,company,ticker,asset,event_relevance_to_159567,period,revenue_actual,revenue_consensus,revenue_yoy,profit_actual,profit_consensus,profit_yoy,product_revenue,product_revenue_yoy,has_consensus,beat,business_improved,loss_narrowed,turned_profitable,guidance_raised,consensus_source_url,source_url,source_urls,source_tier,importance,status,verification_status,market_validation_status,related_event_id,is_duplicate,duplicate_of,event_stage,note
72f9b98c4b2f107e,earnings,earnings,2026-05-11,2026-05-11,2026-05-11,2026-05-11,百济神州,688235.SH,,medium,2026Q1,,,31.0,,,turnaround,10321000000,,,true,,,true,,,https://stockmc.xueqiu.com/202605/688235_20260512_26VW.pdf,"[""https://stockmc.xueqiu.com/202605/688235_20260512_26VW.pdf""]",1,high,active,confirmed,pending,,false,,,2026Q1营收105.44亿元、产品收入103.21亿元、归母净利润16.08亿元；扭亏为盈
